City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
325,Kapitanivka,UA,48.9172,31.7167,33.08,87,100,8.48,overcast clouds
326,Nykoping,SE,58.753,17.0079,35.89,80,0,9.22,clear sky
327,Mungwi,ZM,-10.1732,31.3694,57.78,98,92,2.82,overcast clouds
328,Vanimo,PG,-2.6741,141.3028,84.06,69,100,1.57,overcast clouds
329,Merauke,ID,-8.4667,140.3333,87.03,58,99,3.83,overcast clouds
330,Ascension,US,30.2169,-90.9001,59.27,77,0,4.61,clear sky
331,Gilgit,PK,35.9221,74.3087,31.03,75,87,2.73,overcast clouds
332,Bani Walid,LY,31.7566,13.9942,54.07,76,52,24.52,broken clouds
333,Chegdomyn,RU,51.1167,133.0167,3.81,80,24,2.21,few clouds
334,Praia,CV,14.9215,-23.5087,72.14,68,0,21.85,clear sky
335,Calama,CL,-22.4667,-68.9333,63.09,29,0,19.57,clear sky
336,Darhan,MN,49.4867,105.9228,-10.86,92,21,2.53,few clouds
337,Rawson,AR,-43.3002,-65.1023,73.31,47,28,14.67,scattered clouds
338,Atikokan,CA,48.7555,-91.6216,16.83,94,100,9.57,light snow
339,Gra Liyia,GR,35.0167,25.6833,51.13,71,5,4.0,clear sky
340,Tromso,NO,69.6496,18.957,14.02,92,10,2.3,clear sky
341,Fort Nelson,CA,58.8053,-122.7002,0.99,78,100,4.61,light snow
342,Sainte-Rose,GP,16.3324,-61.6979,77.04,78,31,6.91,scattered clouds
343,Rincon,US,32.296,-81.2354,54.12,66,20,9.22,few clouds
344,Bat Yam,IL,32.0231,34.7503,55.63,80,40,4.61,scattered clouds
345,Dingle,PH,10.9995,122.6711,83.1,63,100,11.95,overcast clouds
346,Kyren,RU,51.6828,102.1408,1.63,85,82,0.29,broken clouds
347,Conceicao Do Araguaia,BR,-8.2578,-49.2647,74.84,91,77,1.97,broken clouds
348,Baza,ES,37.4907,-2.7726,44.58,49,10,3.0,clear sky
349,Lar,IN,26.2039,83.9717,54.68,73,0,4.85,clear sky
350,Jizan,SA,17.3333,42.6667,76.14,81,0,5.17,clear sky
351,Grand Gaube,MU,-20.0064,57.6608,79.2,86,50,1.01,scattered clouds
352,Yulara,AU,-25.2406,130.9889,91.24,25,8,10.36,clear sky
353,Santa Maria,BR,-29.6842,-53.8069,69.1,64,0,3.44,clear sky
354,Xining,CN,36.6167,101.7667,18.77,76,100,0.94,overcast clouds
355,Halenkov,CZ,49.3174,18.1475,40.03,99,100,2.13,overcast clouds
356,Vila Do Maio,CV,15.1333,-23.2167,72.39,72,100,17.45,overcast clouds
357,Thakurgaon,BD,26.0333,88.4667,61.81,53,0,4.97,clear sky
358,Taoudenni,ML,22.6783,-3.9836,64.51,26,100,11.86,overcast clouds
359,Atlantic City,US,39.3643,-74.4229,30.97,62,0,0.0,clear sky
360,Mecca,SA,21.4267,39.8261,69.33,57,0,4.54,clear sky
361,Hov,NO,60.6987,10.3519,32.68,98,100,2.37,light snow
362,Luang Prabang,LA,19.8856,102.1347,77.54,63,10,1.19,clear sky
363,Panaba,MX,21.2833,-88.2667,69.75,74,95,9.89,overcast clouds
364,Nizwa,OM,22.9333,57.5333,61.2,74,0,2.73,clear sky
365,Ballina,AU,-28.8667,153.5667,77.18,75,100,5.75,overcast clouds
366,Vila Franca Do Campo,PT,37.7167,-25.4333,63.19,85,89,9.91,overcast clouds
367,Gorontalo,ID,0.5412,123.0595,86.58,63,61,2.95,broken clouds
368,Smithers,CA,54.7804,-127.1743,37.72,70,75,8.05,broken clouds
369,Kota Belud,MY,6.351,116.4305,82.26,69,67,2.39,broken clouds
370,Brasilia,BR,-15.7797,-47.9297,72.52,78,40,4.61,moderate rain
371,Lodwar,KE,3.1191,35.5973,81.21,41,86,2.75,overcast clouds
372,Dongying,CN,37.4564,118.4856,27.39,43,1,5.19,clear sky
373,Panguna,PG,-6.3164,155.4848,69.73,94,99,1.1,light rain
374,Vagur,FO,61.4732,-6.8119,38.08,81,89,14.0,overcast clouds
375,Leh,IN,34.1667,77.5833,-4.09,93,99,1.52,overcast clouds
376,Mayo,US,38.8876,-76.5119,34.2,68,0,6.91,clear sky
377,Belaya Gora,RU,68.5333,146.4167,-24.27,97,42,1.97,scattered clouds
378,Yumen,CN,40.2833,97.2,30.52,52,100,13.71,overcast clouds
379,Baykit,RU,61.67,96.37,-22.36,100,66,1.72,broken clouds
380,Champerico,GT,14.3,-91.9167,81.36,69,38,6.13,scattered clouds
381,Narsaq,GL,60.9167,-46.05,-7.44,69,1,6.78,clear sky
382,Taquara,BR,-29.6506,-50.7806,72.75,88,0,2.21,clear sky
383,Hastings,GB,50.8552,0.5729,51.98,90,100,23.51,light rain
384,Sarangani,PH,5.4033,125.4636,81.3,76,49,18.16,scattered clouds
385,Cairns,AU,-16.9167,145.7667,92.07,73,40,10.36,scattered clouds
386,Hasaki,JP,35.7333,140.8333,50.29,40,31,8.52,scattered clouds
387,Port Augusta,AU,-32.5,137.7667,75.7,58,100,16.8,overcast clouds
388,Atoyac,MX,20.0167,-103.5333,64.33,47,84,4.38,broken clouds
389,Davila,PH,18.4726,120.5763,78.78,75,18,21.5,few clouds
390,Thayetmyo,MM,19.3167,95.1833,78.35,36,20,0.36,few clouds
391,Kurtalan,TR,37.9272,41.7028,28.62,65,6,3.69,clear sky
392,Kiunga,PG,-6.1219,141.2906,84.04,68,100,3.2,overcast clouds
393,Sept-Iles,CA,50.2001,-66.3821,2.05,62,20,11.5,few clouds
394,Meulaboh,ID,4.1363,96.1285,78.08,83,100,6.35,overcast clouds
395,Poronaysk,RU,49.2167,143.1167,12.67,81,8,9.13,clear sky
396,Filiatra,GR,37.15,21.5833,53.62,81,94,7.23,overcast clouds
397,Thohoyandou,ZA,-22.9456,30.485,66.22,92,100,5.53,light rain
398,Mamallapuram,IN,12.6264,80.1722,77.05,75,92,5.59,overcast clouds
399,Nelson Bay,AU,-32.7167,152.15,86.29,65,12,13.24,few clouds
400,Port Blair,IN,11.6667,92.75,78.84,94,75,3.44,drizzle
401,Luganville,VU,-15.5333,167.1667,84.94,73,96,8.21,overcast clouds
402,Dunedin,NZ,-45.8742,170.5036,60.8,50,96,7.0,overcast clouds
403,Loukhi,RU,66.0764,33.0381,12.94,91,100,0.98,overcast clouds
404,Vaitape,PF,-16.5167,-151.75,81.72,71,17,16.35,few clouds
405,Puerto Del Rosario,ES,28.5004,-13.8627,62.35,63,42,23.02,scattered clouds
406,Tarare,FR,45.8976,4.4327,42.82,92,100,1.01,light rain
407,Muriwai Beach,NZ,-36.8167,174.45,75.87,59,100,10.09,overcast clouds
408,Saint George,US,37.1041,-113.5841,63.19,21,0,13.8,clear sky
409,Hualmay,PE,-11.0964,-77.6139,71.31,80,100,9.53,overcast clouds
410,San Juan,AR,-31.5375,-68.5364,86.52,26,2,10.07,clear sky
411,Nuevitas,CU,21.5453,-77.2644,74.08,83,43,16.31,scattered clouds
412,Cayenne,GF,4.9333,-52.3333,79.09,88,75,5.99,broken clouds
413,Tazmalt,DZ,36.3868,4.3989,42.93,88,2,4.54,clear sky
414,Aljezur,PT,37.3191,-8.8033,46.8,88,67,7.45,broken clouds
415,Ladushkin,RU,54.5703,20.171,38.77,84,89,13.33,overcast clouds
416,Srednekolymsk,RU,67.45,153.6833,-21.66,97,97,3.51,overcast clouds
417,Heishan,CN,41.6892,122.1128,10.38,47,0,10.65,clear sky
418,Kuna,US,43.4918,-116.4201,41.81,69,0,12.66,clear sky
419,Nata,PA,8.3333,-80.5167,78.67,78,2,13.22,clear sky
420,Voh,NC,-20.9667,164.7,84.7,74,60,5.68,broken clouds
421,Havre-Saint-Pierre,CA,50.2334,-63.5986,5.59,60,0,21.85,clear sky
422,Manggar,ID,-2.8833,108.2667,83.91,71,91,7.96,overcast clouds
423,Pinawa,CA,50.1489,-95.8811,12.42,97,100,2.89,light snow
424,Erdemli,TR,36.605,34.3084,50.74,51,1,7.18,clear sky
425,Mykhaylivka,UA,47.2724,35.2224,28.67,90,62,2.86,broken clouds
426,Navalmoral De La Mata,ES,39.8916,-5.5406,48.96,75,99,2.89,overcast clouds
427,Biak,ID,-0.9131,122.8766,80.85,73,65,1.95,broken clouds
428,Ternate,ID,0.8,127.4,83.23,73,56,2.98,broken clouds
429,Durres,AL,41.3231,19.4414,51.98,73,100,12.93,overcast clouds
430,Peniche,PT,39.3558,-9.3811,54.63,92,60,8.43,broken clouds
431,Neiafu,TO,-18.65,-173.9833,81.09,73,31,11.01,light rain
432,Kamakhyanagar,IN,20.9333,85.55,65.14,62,13,2.57,few clouds
433,Qandala,SO,11.472,49.8728,71.58,47,5,4.5,clear sky
434,Tual,ID,-5.6667,132.75,82.04,74,3,4.12,clear sky
435,Anuradhapura,LK,8.3565,80.4173,70.93,82,100,4.21,overcast clouds
436,Chanika,TZ,-5.4167,38.0167,66.85,95,100,2.42,overcast clouds
437,Millville,US,39.4021,-75.0393,29.68,67,3,5.17,clear sky
438,Quatre Cocos,MU,-20.2078,57.7625,78.91,85,54,10.74,light rain
439,Saint Anthony,US,45.0205,-93.218,30.7,76,100,1.99,overcast clouds
440,Bud,US,39.447,-86.1758,42.82,69,30,10.09,scattered clouds
441,Morondava,MG,-20.2833,44.2833,80.01,76,100,10.56,overcast clouds
442,Juneau,US,58.3019,-134.4197,39.2,95,100,12.66,light snow
443,Ghorawal,IN,24.7667,82.7833,58.05,49,40,2.53,scattered clouds
444,Concarneau,FR,47.875,-3.9225,57.81,92,100,23.11,overcast clouds
445,Te Anau,NZ,-45.4167,167.7167,70.03,45,2,1.66,clear sky
446,Port Lincoln,AU,-34.7333,135.8667,68.11,81,98,3.42,overcast clouds
447,Beyneu,KZ,45.3167,55.2,32.18,59,12,1.28,few clouds
448,Luderitz,NA,-26.6481,15.1594,67.01,87,1,11.32,clear sky
449,Nabire,ID,-3.3667,135.4833,81.55,85,100,2.8,overcast clouds
450,Katherine,AU,-14.4667,132.2667,91.72,49,20,13.8,few clouds
451,Pocatello,US,42.8713,-112.4455,30.67,87,100,11.01,overcast clouds
452,Byron Bay,AU,-28.65,153.6167,78.75,60,36,9.51,scattered clouds
453,Raga,SS,8.4596,25.678,67.73,17,26,3.49,scattered clouds
454,Lodeynoye Pole,RU,60.726,33.5531,32.79,98,100,10.96,light snow
455,Fairlie,GB,55.756,-4.8556,47.41,93,100,20.58,overcast clouds
456,Basoko,CD,1.2391,23.616,76.64,62,100,2.55,overcast clouds
457,Qingyuan,CN,23.7,113.0333,60.78,74,99,4.23,overcast clouds
458,Foshan,CN,23.0268,113.1315,67.08,61,91,6.08,overcast clouds
459,Musafirkhana,IN,26.3667,81.8,55.58,68,0,3.27,clear sky
460,Kovdor,RU,67.5662,30.4758,1.96,97,100,0.96,overcast clouds
461,Vernon,CA,50.2581,-119.2691,41.99,76,100,2.3,overcast clouds
462,Kudahuvadhoo,MV,2.6708,72.8944,81.09,73,100,7.29,overcast clouds
463,Hauterive,FR,46.0901,3.4459,45.36,94,100,10.11,light rain
464,Lichinga,MZ,-13.3128,35.2406,62.11,99,100,4.61,overcast clouds
465,Tocopilla,CL,-22.092,-70.1979,69.53,79,37,6.08,scattered clouds
466,Deputatskiy,RU,69.3,139.9,-20.38,91,7,1.23,clear sky
467,Isangel,VU,-19.55,169.2667,87.91,70,40,4.61,volcanic ash
468,Achi,CO,8.5682,-74.554,76.87,78,26,0.56,scattered clouds
469,Gairo,IT,39.8497,9.5047,40.21,75,13,14.07,few clouds
470,Sisimiut,GL,66.9395,-53.6735,-1.17,97,100,7.4,overcast clouds
471,Waipawa,NZ,-41.4122,175.5153,67.3,59,6,10.0,clear sky
472,Soyo,AO,-6.1349,12.3689,78.37,88,97,4.03,overcast clouds
473,Bunia,CD,1.5667,30.25,61.75,78,17,3.02,few clouds
474,Mildura,AU,-34.2,142.15,85.96,32,100,8.05,overcast clouds
475,Moose Factory,CA,51.2585,-80.6094,-5.82,65,0,3.44,clear sky
476,Pilar,BR,-9.5972,-35.9567,75.13,81,7,3.6,clear sky
477,Arman,RU,59.7,150.1667,7.59,72,100,11.54,overcast clouds
478,Platteville,US,42.7342,-90.4785,36.14,80,0,17.27,clear sky
479,Uarini,BR,-2.99,-65.1083,72.27,98,40,2.68,scattered clouds
480,Hobe Sound,US,27.0595,-80.1364,70.97,63,40,21.85,scattered clouds
481,Luba,GQ,3.4568,8.5547,76.89,84,44,6.85,scattered clouds
482,Ust-Nera,RU,64.5667,143.2,-18.65,86,24,0.65,few clouds
483,Ulaangom,MN,49.9811,92.0667,-23.21,86,65,2.53,broken clouds
484,Patu,BR,-6.11,-37.6367,78.73,66,15,9.64,few clouds
485,Port Moresby,PG,-9.4431,147.1797,87.22,62,40,12.66,haze
486,Rudsar,IR,37.1376,50.288,46.45,85,100,0.47,overcast clouds
487,Tecpan,GT,14.7623,-90.9947,54.05,96,13,5.97,few clouds
488,Ketchikan,US,55.3422,-131.6461,42.78,97,100,1.88,overcast clouds
489,Blackwater,AU,-23.5833,148.8833,89.38,41,33,13.85,scattered clouds
490,Batas,GB,51.3779,-2.3591,54.18,96,100,24.2,light rain
491,The Hammocks,US,25.6715,-80.4445,71.02,67,100,7.0,overcast clouds
492,Lumphat,KH,13.4878,106.9816,79.95,64,94,6.6,overcast clouds
493,Mantamados,GR,39.3117,26.3339,44.35,73,57,4.29,broken clouds
494,Luwuk,ID,-0.9516,122.7875,81.5,78,84,1.1,broken clouds
495,Lima,PE,-12.0432,-77.0282,71.38,75,0,12.66,clear sky
496,Natal,BR,-5.795,-35.2094,80.82,83,20,9.22,few clouds
497,Kumluca,TR,36.3703,30.2869,48.67,49,0,4.45,clear sky
498,Butler,US,39.4501,-84.5666,41.25,69,32,8.1,scattered clouds
499,Walvis Bay,NA,-22.9575,14.5053,72.55,73,100,3.44,overcast clouds
500,Baruun-Urt,MN,46.6806,113.2792,-9.15,88,5,4.32,clear sky
501,Mendi,PG,-6.1761,143.6513,69.33,59,100,3.09,overcast clouds
502,Pokhara,NP,28.2333,83.9833,53.15,50,5,3.58,clear sky
503,Olafsvik,IS,64.8945,-23.7142,32.83,80,98,18.19,light snow
504,Adrar,MR,20.5022,-10.0711,62.73,23,94,14.85,overcast clouds
505,Maarianhamina,AX,60.0973,19.9348,35.46,87,20,11.5,few clouds
506,Heidelberg,ZA,-26.5048,28.3592,65.71,90,4,4.83,clear sky
507,Sooke,CA,48.3746,-123.7276,47.82,79,99,32.21,overcast clouds
508,Puerto Escondido,MX,15.85,-97.0667,77.18,80,3,2.91,clear sky
509,Omboue,GA,-1.5746,9.2618,78.08,86,100,5.48,overcast clouds
510,Puerto Carreno,CO,6.189,-67.4859,85.98,51,0,5.75,clear sky
511,Saharanpur,IN,29.9667,77.55,47.79,64,0,3.56,clear sky
512,Safaga,EG,26.7292,33.9365,57.15,51,52,20.65,broken clouds
513,Sabha,LY,27.0377,14.4283,55.54,28,93,11.01,overcast clouds
514,Vysokogornyy,RU,50.1167,139.15,8.04,74,11,3.51,few clouds
515,Sabang,ID,5.8933,95.3214,80.67,75,97,3.74,overcast clouds
516,Dalby,AU,-27.1833,151.2667,85.98,40,52,3.0,broken clouds
517,Saint Pete Beach,US,27.7253,-82.7412,67.08,65,100,5.99,overcast clouds
518,Panama City,PA,8.9936,-79.5197,82.06,70,20,9.22,few clouds
519,Lasa,IT,46.6166,10.7002,28.36,80,32,3.69,scattered clouds
520,Yatou,CN,37.15,122.3833,26.62,47,94,15.41,overcast clouds
521,Nerchinskiy Zavod,RU,51.3088,119.61,-9.76,97,100,2.42,overcast clouds
522,Richards Bay,ZA,-28.783,32.0377,69.49,87,35,7.52,scattered clouds
523,Ayan,RU,56.45,138.1667,12.33,70,100,7.25,overcast clouds
524,Dustlik,UZ,40.5247,68.0358,29.95,70,20,2.98,few clouds
525,Filadelfia,US,39.9523,-75.1638,28.02,59,0,0.0,clear sky
526,Yining,CN,29.0361,114.5636,48.22,76,100,3.24,overcast clouds
527,Kloulklubed,PW,7.0419,134.2556,81.1,82,92,20.22,overcast clouds
528,Porto Novo,BJ,6.4965,2.6036,82.22,85,40,6.46,scattered clouds
529,Tarko-Sale,RU,64.9225,77.785,-7.67,98,94,7.23,overcast clouds
530,Astorga,BR,-23.2325,-51.6656,80.83,81,36,5.14,scattered clouds
531,Sayyan,YE,15.1718,44.3244,51.06,70,8,1.1,clear sky
532,Cururupu,BR,-1.8283,-44.8683,74.66,95,100,3.65,overcast clouds
533,Gamba,GA,-2.65,10.0,77.67,86,100,4.79,overcast clouds
534,Alice Springs,AU,-23.7,133.8833,90.95,22,12,9.22,few clouds
535,Sanbu,CN,33.4594,119.1453,36.59,76,100,8.03,overcast clouds
536,Bilma,NE,18.6853,12.9164,66.47,14,0,8.19,clear sky
537,Virginia Beach,US,36.8529,-75.978,35.02,69,7,3.0,clear sky
538,Abhar,IR,36.1468,49.218,31.95,93,100,4.54,overcast clouds
539,Lashio,MM,22.9333,97.75,59.02,32,0,0.87,clear sky
540,Praia Da Vitoria,PT,38.7333,-27.0667,61.75,82,75,14.29,broken clouds
541,Ravar,IR,31.2656,56.8055,44.26,44,0,0.83,clear sky
542,Stony Plain,CA,53.5334,-114.0021,19.44,67,100,5.75,overcast clouds
543,Thinadhoo,MV,0.5333,72.9333,82.63,68,100,13.94,overcast clouds
544,Rapid Valley,US,44.0625,-103.1463,40.32,67,100,27.63,overcast clouds
545,Troitsko-Pechorsk,RU,62.7084,56.1964,21.24,93,100,3.36,overcast clouds
546,Lucapa,AO,-8.4192,20.7447,65.05,97,100,1.63,light rain
547,Langsa,ID,4.4683,97.9683,78.78,86,100,1.48,overcast clouds
548,Vazante,BR,-17.9869,-46.9078,69.78,92,59,3.18,broken clouds
549,Acari,PE,-15.4311,-74.6158,72.73,75,32,4.16,scattered clouds
550,Srikakulam,IN,18.3,83.9,68.0,73,5,6.15,clear sky
551,Dori,BF,14.0354,-0.0345,75.27,12,2,10.4,clear sky
552,Leo,BF,11.1,-2.1,74.41,15,10,6.26,clear sky
553,Salalah,OM,17.0151,54.0924,68.45,45,6,6.4,clear sky
554,Itupiranga,BR,-5.1347,-49.3267,73.06,97,100,1.21,heavy intensity rain
555,Simbahan,PH,6.3032,120.5836,81.81,80,79,18.23,broken clouds
556,Nagornskiy,RU,58.7731,57.5451,10.99,98,97,3.33,overcast clouds
557,Posse,BR,-14.0931,-46.3694,73.4,77,100,1.66,overcast clouds
558,Berezovyy,RU,51.6667,135.7,9.32,77,35,1.3,scattered clouds
559,Borogontsy,RU,62.6683,131.1683,-20.56,94,77,2.1,broken clouds
560,Oskemen,KZ,49.9565,82.6119,10.36,78,100,8.95,light snow
561,Coos Bay,US,43.3665,-124.2179,48.31,94,100,11.5,overcast clouds
562,Bousso,TD,10.4795,16.7117,76.69,16,69,8.19,broken clouds
563,Samfya,ZM,-11.3649,29.5565,63.3,98,100,4.05,light rain
564,Payson,US,40.0444,-111.7321,44.38,72,55,0.54,broken clouds
565,Porto Recanati,IT,43.4365,13.6613,44.98,64,17,8.79,few clouds
566,Skibbereen,IE,51.55,-9.2667,56.1,89,100,29.55,overcast clouds
567,Bakel,SN,14.905,-12.4568,72.32,13,78,11.61,broken clouds
568,Adeje,ES,28.1227,-16.726,62.31,76,40,19.57,scattered clouds
569,Saint-Pierre,RE,-21.3393,55.4781,78.48,78,0,18.41,clear sky
570,Khorixas,NA,-20.3667,14.9667,70.25,87,100,5.5,light rain
571,Emba,KZ,48.8264,58.1442,6.71,100,99,5.79,overcast clouds
572,Lake City,US,30.1897,-82.6393,56.66,66,0,3.44,clear sky
573,Soligalich,RU,59.0778,42.2864,23.18,92,66,9.62,broken clouds
574,Lafia,NG,8.4833,8.5167,78.69,15,40,3.36,scattered clouds
575,Muramvya,BI,-3.2682,29.6079,56.55,94,100,0.89,light rain
576,Chifeng,CN,42.2683,118.9636,5.77,52,0,12.71,clear sky
577,Bratsk,RU,56.1325,101.6142,-13.67,97,77,1.72,broken clouds
578,Penzance,GB,50.1186,-5.5371,54.61,90,100,31.12,overcast clouds
579,Suntar,RU,62.1444,117.6319,-17.28,97,97,2.13,overcast clouds
580,Boditi,ET,6.9667,37.8667,59.14,49,9,2.33,clear sky
581,Anchorage,US,61.2181,-149.9003,35.67,95,100,12.66,mist
582,Tateyama,JP,34.9833,139.8667,48.47,52,14,20.54,few clouds
583,Mugur-Aksy,RU,50.35,90.5,-14.37,75,71,5.97,broken clouds
584,Japura,ID,-0.3167,102.35,80.28,86,93,2.08,light rain
585,Chaumont,FR,48.1167,5.1333,44.89,93,100,19.98,light rain
586,Marzuq,YE,14.4,46.4667,55.53,26,31,1.95,scattered clouds
587,Coxim,BR,-18.5067,-54.76,78.3,79,23,1.72,few clouds
588,Yenagoa,NG,4.9247,6.2642,77.7,86,12,3.42,few clouds
589,San Antonio,US,29.4241,-98.4936,68.11,60,0,16.11,clear sky
590,Sarakhs,IR,36.5449,61.1577,34.63,42,0,3.56,clear sky
591,Jaisalmer,IN,26.9147,70.9181,64.04,25,0,6.51,clear sky
592,Maldonado,UY,-34.6667,-54.9167,72.79,64,0,7.67,clear sky
593,Lata,PT,40.1629,-8.3327,46.06,86,100,0.85,overcast clouds
594,Kamenka,RU,51.3223,42.7678,4.44,97,100,4.56,overcast clouds
595,Katobu,ID,-4.9408,122.5276,82.58,75,10,2.91,clear sky
596,Manado,ID,1.487,124.8455,88.57,70,40,2.3,scattered clouds
597,Bereda,ES,43.2686,-7.5406,54.0,99,100,9.13,overcast clouds
598,Bandarbeyla,SO,9.4942,50.8122,72.66,59,56,12.59,broken clouds
599,Beruwala,LK,6.4788,79.9828,74.98,83,97,3.27,overcast clouds
600,Lyngseidet,NO,69.5763,20.2189,17.47,76,12,9.91,few clouds
601,Touba,CI,8.2833,-7.6833,73.94,18,0,1.7,clear sky
602,Chumikan,RU,54.7183,135.315,2.98,74,33,7.72,scattered clouds
603,Bima,ID,-8.4667,118.7167,85.12,71,93,1.14,overcast clouds
604,Nishihara,JP,26.1842,127.7558,61.88,63,75,13.8,broken clouds
605,Batagay-Alyta,RU,67.8006,130.4114,-18.99,85,4,3.38,clear sky
606,Mahajanga,MG,-15.7167,46.3167,75.22,94,20,2.3,few clouds
607,Burnie,AU,-41.0667,145.9167,63.95,93,100,5.41,light rain
608,Goderich,CA,43.7501,-81.7165,21.9,63,100,10.36,overcast clouds
609,Mackay,AU,-21.15,149.2,83.68,89,100,16.11,overcast clouds
610,Asau,RO,46.4333,26.4,27.52,88,19,5.23,few clouds
611,Guhagar,IN,17.4842,73.1929,66.9,74,5,6.87,clear sky
612,Anadyr,RU,64.75,177.4833,-26.9,75,20,8.95,few clouds
613,Santa Fe,AR,-31.6333,-60.7,82.98,39,0,1.99,clear sky
614,Capreol,CA,46.706,-80.9225,10.54,64,100,9.22,overcast clouds
615,Copiapo,CL,-27.3667,-70.3333,62.29,68,0,2.39,clear sky
616,Ahuimanu,US,21.4447,-157.8378,77.77,69,48,3.0,scattered clouds
617,Shenandoah,US,30.4013,-91.0009,59.14,80,0,1.99,clear sky
618,Matara,LK,5.9485,80.5353,74.35,89,98,4.14,overcast clouds
619,Bundaberg,AU,-24.85,152.35,82.22,71,75,20.71,broken clouds
620,Inhambane,MZ,-23.865,35.3833,75.58,88,15,8.7,few clouds
621,Calvinia,ZA,-31.4707,19.776,66.81,80,0,3.83,clear sky
622,Aykhal,RU,66.0,111.5,-25.69,100,100,5.19,overcast clouds
623,Pasighat,IN,28.0667,95.3333,63.57,40,1,0.98,clear sky
624,Sakakah,SA,29.9697,40.2064,51.37,44,0,4.81,clear sky
625,Yuanping,CN,38.7153,112.7575,24.49,36,0,5.08,clear sky
626,Barhiya,IN,25.2833,86.0333,56.16,68,0,5.66,clear sky
627,Goianesia,BR,-15.3175,-49.1175,70.81,93,100,2.21,overcast clouds
628,Olinda,BR,-8.0089,-34.8553,82.13,69,20,5.75,few clouds
629,Noyabrsk,RU,63.1994,75.4507,-11.97,100,94,6.6,overcast clouds
630,Metro,ID,-5.1131,105.3067,83.44,72,100,7.74,overcast clouds
631,Sur,OM,22.5667,59.5289,68.97,56,0,3.53,clear sky
632,Jalu,LY,29.0331,21.5482,55.18,52,89,9.01,overcast clouds
633,Amga,RU,60.8953,131.9608,-17.16,92,100,1.1,overcast clouds
634,Stonewall,CA,50.1344,-97.3268,11.71,99,94,3.11,overcast clouds
635,Pandan,PH,14.0453,124.1694,80.94,73,29,9.08,scattered clouds
636,Veraval,IN,20.9,70.3667,66.29,64,0,8.21,clear sky
637,Alta Floresta,BR,-9.8756,-56.0861,71.85,98,100,3.15,overcast clouds
638,Nemuro,JP,43.3236,145.575,25.23,69,100,15.12,overcast clouds
639,Ust-Barguzin,RU,53.45,108.9833,-13.45,92,11,5.86,few clouds
640,Kupang,ID,-10.1667,123.5833,84.04,68,99,3.42,overcast clouds
641,Koumac,NC,-20.5667,164.2833,84.7,71,45,7.49,scattered clouds
642,Springbok,ZA,-29.6643,17.8865,65.77,79,0,3.89,clear sky
643,Yanam,IN,16.7333,82.2167,70.2,75,1,2.86,clear sky
644,Half Moon Bay,US,37.4636,-122.4286,60.39,67,0,11.5,haze
645,Minna,NG,9.6139,6.5569,79.66,11,4,9.55,clear sky
646,Tiarei,PF,-17.5333,-149.3333,89.62,71,3,15.82,clear sky
647,Ayagoz,KZ,47.9714,80.4392,-14.85,100,96,3.51,overcast clouds
648,Port-Cartier,CA,50.0334,-66.8654,1.74,74,8,11.79,clear sky
649,Serra Talhada,BR,-7.9919,-38.2983,80.35,50,87,5.41,overcast clouds
650,Zhezkazgan,KZ,47.8043,67.7144,-13.02,77,75,4.47,broken clouds
651,Tibiao,PH,11.2915,122.0354,81.82,59,97,4.76,overcast clouds
652,Beacon,US,41.5048,-73.9696,26.71,60,0,1.01,clear sky
653,Itirapina,BR,-22.2528,-47.8228,68.11,95,57,6.58,broken clouds
