City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
388,Sierra Vista,US,2022-02-11 19:21:19,31.5545,-110.3037,68.72,16,0,14.97
389,Kodiak,US,2022-02-11 19:21:19,57.79,-152.4072,36.91,93,100,8.05
390,Vanimo,PG,2022-02-11 19:21:20,-2.6741,141.3028,76.46,89,100,4.85
391,Kondinskoye,RU,2022-02-11 19:21:20,59.6481,67.41,-0.87,88,86,13.13
392,La Rioja,ES,2022-02-11 19:21:21,42.25,-2.5,44.04,87,100,2.13
393,Marsa Matruh,EG,2022-02-11 19:21:21,31.3525,27.2453,56.1,62,3,4.63
394,Naze,JP,2022-02-11 19:21:22,28.3667,129.4833,57.42,66,100,8.08
395,Mountain Home,US,2022-02-11 19:21:22,43.133,-115.6912,42.21,100,20,17.27
396,Matagami,CA,2022-02-11 19:21:23,49.7502,-77.6328,14.11,79,100,6.91
397,Shira,RU,2022-02-11 19:21:23,54.4911,89.9531,-19.03,97,6,3.06
398,Seoul,KR,2022-02-11 19:16:43,37.5683,126.9778,33.24,93,100,2.3
399,Umm Kaddadah,SD,2022-02-11 19:21:24,13.6017,26.6876,61.14,16,0,13.11
400,Ios,GR,2022-02-11 19:21:24,36.7333,25.2833,54.05,59,0,5.59
401,Lensk,RU,2022-02-11 19:21:24,60.7253,114.9278,-6.95,97,100,5.14
402,Taltal,CL,2022-02-11 19:19:51,-25.4,-70.4833,71.08,66,17,6.38
403,Camana,PE,2022-02-11 19:21:25,-16.6228,-72.7111,74.84,66,14,9.78
404,Cherdyn,RU,2022-02-11 19:21:26,60.403,56.4787,11.97,94,100,9.35
405,Auki,SB,2022-02-11 19:21:26,-8.7676,160.7034,75.0,97,100,5.19
406,Gornopravdinsk,RU,2022-02-11 19:21:27,60.05,69.9,2.39,89,10,10.58
407,San Policarpo,PH,2022-02-11 19:21:27,12.1791,125.5072,78.48,89,100,15.84
408,Bocas Del Toro,PA,2022-02-11 19:21:27,9.3333,-82.25,85.08,71,74,7.09
409,Bremerton,US,2022-02-11 19:21:28,47.5673,-122.6326,50.02,81,0,12.66
410,Nizwa,OM,2022-02-11 19:21:28,22.9333,57.5333,65.26,43,0,7.45
411,Nouadhibou,MR,2022-02-11 19:22:29,20.931,-17.0347,78.78,36,83,10.36
412,Qaqortoq,GL,2022-02-11 19:22:29,60.7167,-46.0333,23.5,79,100,4.14
413,Yaan,NG,2022-02-11 19:22:30,7.3833,8.5667,87.69,9,2,4.68
414,Mayo,US,2022-02-11 19:22:30,38.8876,-76.5119,66.78,40,0,12.66
415,Ust-Nera,RU,2022-02-11 19:22:31,64.5667,143.2,-35.25,99,65,2.48
416,Ibra,OM,2022-02-11 19:22:31,22.6906,58.5334,63.52,57,0,3.6
417,Koster,ZA,2022-02-11 19:22:32,-25.863,26.8976,66.7,42,88,4.45
418,Nkoteng,CM,2022-02-11 19:22:32,4.5167,12.0333,77.59,19,36,2.1
419,Azangaro,PE,2022-02-11 19:22:33,-14.9167,-70.2167,64.13,31,5,4.72
420,Arman,RU,2022-02-11 19:22:33,59.7,150.1667,-6.75,80,91,6.62
421,Kimbe,PG,2022-02-11 19:22:34,-5.5502,150.1429,75.92,92,100,0.63
422,Tadotsu,JP,2022-02-11 19:22:34,34.275,133.75,31.82,66,97,3.27
423,Rura,IN,2022-02-11 19:22:35,26.4833,79.9,52.34,53,0,7.36
424,Yumen,CN,2022-02-11 19:22:35,40.2833,97.2,23.83,45,100,6.31
425,Fare,PF,2022-02-11 19:22:36,-16.7,-151.0167,81.34,73,33,14.94
426,Maragogi,BR,2022-02-11 19:22:36,-9.0122,-35.2225,84.67,64,100,16.11
427,Smithers,CA,2022-02-11 19:22:36,54.7804,-127.1743,23.32,86,100,4.61
428,Sept-Iles,CA,2022-02-11 19:17:46,50.2001,-66.3821,22.05,62,20,8.05
429,Sibolga,ID,2022-02-11 19:22:37,1.7427,98.7792,75.88,85,100,3.04
430,Anadyr,RU,2022-02-11 19:22:37,64.75,177.4833,-35.9,67,0,6.71
431,Mpulungu,ZM,2022-02-11 19:22:38,-8.7623,31.1141,70.12,85,29,2.51
432,Villa Rica,US,2022-02-11 19:22:05,33.7321,-84.9191,68.83,45,2,10.45
433,Hearst,CA,2022-02-11 19:22:38,49.6835,-83.6665,-0.15,95,100,13.87
434,Ulaanbaatar,MN,2022-02-11 19:18:10,47.9077,106.8832,-27.27,68,0,4.47
435,Prince Rupert,CA,2022-02-11 19:17:57,54.3161,-130.3201,37.49,87,0,3.44
436,Nantucket,US,2022-02-11 19:19:34,41.2835,-70.0995,52.14,72,20,10.36
437,Chumphon,TH,2022-02-11 19:22:39,10.3333,98.8333,69.94,96,100,1.25
438,Prieska,ZA,2022-02-11 19:22:40,-29.6641,22.7474,86.94,18,0,5.5
439,Pangkalanbuun,ID,2022-02-11 19:22:40,-2.6833,111.6167,73.4,96,100,2.33
440,Coihueco,CL,2022-02-11 19:22:41,-36.6167,-71.8333,81.34,23,0,11.5
441,Vila Velha,BR,2022-02-11 19:20:07,-20.3297,-40.2925,76.95,87,75,12.66
442,Alice Springs,AU,2022-02-11 19:22:41,-23.7,133.8833,62.15,82,0,0.0
443,Tucuman,AR,2022-02-11 19:22:42,-26.8241,-65.2226,73.4,73,100,11.5
444,Talcahuano,CL,2022-02-11 19:22:42,-36.7167,-73.1167,71.28,43,0,18.41
445,Atasu,KZ,2022-02-11 19:22:43,48.6814,71.6433,16.11,85,100,12.68
446,San Cristobal,VE,2022-02-11 19:22:43,7.7669,-72.225,68.18,57,84,3.24
447,Seydi,TM,2022-02-11 19:22:43,39.4816,62.9137,45.88,63,100,13.29
448,Wahpeton,US,2022-02-11 19:22:44,46.2652,-96.6059,2.12,78,100,34.52
449,Havoysund,NO,2022-02-11 19:22:44,70.9963,24.6622,31.08,57,100,19.8
450,Mersing,MY,2022-02-11 19:22:45,2.4312,103.8405,73.31,94,100,3.44
451,Comodoro Rivadavia,AR,2022-02-11 19:22:45,-45.8667,-67.5,69.66,28,0,13.8
452,Evensk,RU,2022-02-11 19:22:45,61.95,159.2333,-13.34,74,43,6.13
453,Puerto Leguizamo,CO,2022-02-11 19:22:46,-0.1934,-74.7819,86.25,57,100,2.28
454,Acapulco,MX,2022-02-11 19:21:30,16.8634,-99.8901,82.22,61,75,4.61
455,Oranjemund,NA,2022-02-11 19:22:46,-28.55,16.4333,66.87,75,100,11.9
456,Jumla,NP,2022-02-11 19:22:47,29.2747,82.1838,18.37,69,0,8.5
457,Yeniseysk,RU,2022-02-11 19:22:47,58.4497,92.1703,-10.7,97,13,4.59
458,Port-Cartier,CA,2022-02-11 19:23:48,50.0334,-66.8654,21.74,68,47,3.76
459,Bereda,ES,2022-02-11 19:23:48,43.2686,-7.5406,51.42,99,100,3.33
460,Berlevag,NO,2022-02-11 19:23:49,70.8578,29.0864,30.15,86,75,25.32
461,Aitape,PG,2022-02-11 19:23:49,-3.1374,142.3475,77.88,88,100,5.88
462,Severo-Kurilsk,RU,2022-02-11 19:23:49,50.6789,156.125,23.36,91,100,4.36
463,Helong,CN,2022-02-11 19:23:50,42.5397,128.9972,14.14,74,18,5.23
464,Cabras,IT,2022-02-11 19:23:50,39.93,8.5314,49.08,85,47,6.13
465,San Luis,AR,2022-02-11 19:23:51,-33.295,-66.3356,60.75,82,100,14.61
466,Horve,DK,2022-02-11 19:23:51,55.7529,11.453,35.94,73,0,11.48
467,Broome,US,2022-02-11 19:23:52,42.2506,-75.833,50.18,45,0,14.97
468,Burnie,AU,2022-02-11 19:23:52,-41.0667,145.9167,57.6,84,100,9.57
469,Bila Tserkva,UA,2022-02-11 19:22:09,49.8094,30.1121,34.27,92,100,2.62
470,Sobolevo,RU,2022-02-11 19:23:53,54.4299,31.8996,22.12,96,100,6.58
471,Kaabong,UG,2022-02-11 19:23:53,3.4836,34.1492,74.43,35,92,11.16
472,Ignatovka,RU,2022-02-11 19:23:53,53.9479,47.6536,23.52,97,100,3.96
473,Xining,CN,2022-02-11 19:23:54,36.6167,101.7667,20.35,96,100,3.15
474,Karratha,AU,2022-02-11 19:23:54,-20.7377,116.8463,84.83,71,9,4.07
475,Khabary,RU,2022-02-11 19:23:55,53.6259,79.5345,-16.22,100,76,5.68
476,Kushmurun,KZ,2022-02-11 19:23:55,52.4503,64.6311,26.53,95,100,16.08
477,Kourou,GF,2022-02-11 19:23:55,5.1552,-52.6478,80.65,83,52,7.45
478,Kumluca,TR,2022-02-11 19:23:56,36.3703,30.2869,49.68,60,0,3.83
479,Baherden,TM,2022-02-11 19:23:57,38.4362,57.4316,45.37,72,88,5.23
480,De-Kastri,RU,2022-02-11 19:23:57,51.4667,140.7833,17.73,96,100,4.41
481,Manicore,BR,2022-02-11 19:23:57,-5.8092,-61.3003,79.25,93,100,2.3
482,Verkhnevilyuysk,RU,2022-02-11 19:23:58,63.4453,120.3167,-17.57,100,85,3.18
483,Mezen,RU,2022-02-11 19:23:58,65.8522,44.24,19.78,96,100,6.06
484,Rong Kwang,TH,2022-02-11 19:23:59,18.339,100.3174,73.58,64,32,1.14
485,Berettyoujfalu,HU,2022-02-11 19:23:59,47.2167,21.55,47.89,81,100,8.86
486,Novoomskiy,RU,2022-02-11 19:24:00,54.8415,73.3017,-10.98,70,0,8.95
487,Beloyarskiy,RU,2022-02-11 19:24:00,63.7119,66.6722,4.39,83,100,10.71
488,Chimoio,MZ,2022-02-11 19:24:00,-19.1164,33.4833,71.46,83,20,4.61
489,Terney,RU,2022-02-11 19:24:01,45.0503,136.6092,23.47,94,100,3.44
490,Goya,AR,2022-02-11 19:24:01,-29.14,-59.2626,106.75,12,9,1.72
491,Rokytne,UA,2022-02-11 19:24:02,51.2796,27.214,34.18,99,100,1.95
492,Tougan,BF,2022-02-11 19:24:02,13.0667,-3.0667,80.85,8,2,10.69
493,Saint Anthony,US,2022-02-11 19:24:03,45.0205,-93.218,21.83,67,100,26.46
494,Dauphin,CA,2022-02-11 19:24:03,51.1494,-100.0502,-11.06,53,0,9.22
495,Mao,ES,2022-02-11 19:24:03,39.8885,4.2658,52.36,87,75,5.75
496,Pont-Audemer,FR,2022-02-11 19:24:04,49.35,0.5167,42.6,89,100,3.29
497,Siddhapur,IN,2022-02-11 19:24:04,23.9167,72.3833,61.0,26,5,5.01
498,Camopi,GF,2022-02-11 19:24:05,3.1655,-52.3158,79.32,90,92,3.44
499,Cairns,AU,2022-02-11 19:24:05,-16.9167,145.7667,73.35,93,75,1.14
500,Shakiso,ET,2022-02-11 19:24:05,5.75,38.9167,70.2,36,100,4.97
501,Adrar,MR,2022-02-11 19:24:06,20.5022,-10.0711,67.8,15,6,12.77
502,Chumikan,RU,2022-02-11 19:24:06,54.7183,135.315,6.78,96,100,5.59
503,Antsohihy,MG,2022-02-11 19:24:07,-14.8796,47.9875,73.71,97,45,3.2
504,Lavrentiya,RU,2022-02-11 19:24:07,65.5833,-171.0,-26.48,94,25,7.16
505,La Libertad,EC,2022-02-11 19:24:08,-2.2333,-80.9,83.86,61,0,11.5
506,Bonfim,BR,2022-02-11 19:25:08,3.0833,-59.95,98.19,26,79,7.0
507,Oranjestad,AW,2022-02-11 19:22:11,12.524,-70.027,85.95,54,20,21.85
508,Muros,ES,2022-02-11 19:25:09,42.7762,-9.0603,56.23,83,100,1.99
509,Awbari,LY,2022-02-11 19:25:09,26.5921,12.7805,53.37,33,0,8.12
510,Tak Bai,TH,2022-02-11 19:25:10,6.2595,102.0546,76.98,88,98,3.85
511,Warrnambool,AU,2022-02-11 19:25:10,-38.3833,142.4833,54.95,85,0,9.71
512,Kidal,ML,2022-02-11 19:25:11,18.4411,1.4078,74.88,9,59,9.08
513,Rio Grande,BR,2022-02-11 19:25:11,-32.035,-52.0986,86.11,70,0,19.86
514,Fukue,JP,2022-02-11 19:25:12,32.6881,128.8419,50.49,54,100,7.87
515,Muli,MV,2022-02-11 19:25:12,2.9167,73.5667,81.77,67,34,4.07
516,Banepa,NP,2022-02-11 19:25:12,27.6298,85.5214,43.12,87,20,2.3
517,Kawalu,ID,2022-02-11 19:25:13,-7.3817,108.2082,73.15,92,100,1.41
518,Strezhevoy,RU,2022-02-11 19:25:13,60.7333,77.5889,-9.02,100,43,4.54
519,Bonavista,CA,2022-02-11 19:25:14,48.6499,-53.1147,40.12,83,59,18.39
520,Kaseda,JP,2022-02-11 19:25:14,31.4167,130.3167,46.85,70,100,9.62
521,Bilma,NE,2022-02-11 19:25:15,18.6853,12.9164,66.79,18,0,6.96
522,Wad Rawah,SD,2022-02-11 19:25:15,15.1603,33.1397,74.8,13,0,13.91
523,Simao,CN,2022-02-11 19:25:15,22.7886,100.9748,49.48,53,0,1.32
524,Kuzhithurai,IN,2022-02-11 19:25:16,8.3167,77.1833,82.08,78,100,4.03
525,San Carlos De Bariloche,AR,2022-02-11 19:23:51,-41.1456,-71.3082,71.35,10,0,6.91
526,Ugoofaaru,MV,2022-02-11 19:21:15,5.6667,73.0,81.43,73,91,5.39
527,Wamba,NG,2022-02-11 19:25:17,8.9333,8.6,79.18,11,58,1.36
528,Barreiras,BR,2022-02-11 19:25:17,-12.1528,-44.99,87.6,48,47,5.03
529,Raudeberg,NO,2022-02-11 19:25:18,61.9875,5.1352,38.07,94,100,11.01
530,Udachnyy,RU,2022-02-11 19:25:18,66.4167,112.4,-7.31,100,99,3.56
531,Evanston,US,2022-02-11 19:25:19,42.0411,-87.6901,44.71,73,75,17.27
532,Yeppoon,AU,2022-02-11 19:25:19,-23.1333,150.7333,69.58,76,22,12.33
533,Tapiramuta,BR,2022-02-11 19:25:20,-11.8472,-40.7914,78.67,59,74,5.48
534,Te Anau,NZ,2022-02-11 19:25:20,-45.4167,167.7167,55.31,88,97,1.81
535,Wattegama,LK,2022-02-11 19:25:20,6.7989,81.4808,72.91,94,100,3.85
536,Conde,BR,2022-02-11 19:25:21,-7.2597,-34.9075,85.46,66,40,10.36
537,Namatanai,PG,2022-02-11 19:25:21,-3.6667,152.4333,78.37,81,100,3.49
538,Altus,US,2022-02-11 19:25:22,34.6381,-99.334,65.71,31,0,31.07
539,Geraldton,AU,2022-02-11 19:25:22,-28.7667,114.6,72.01,88,75,5.75
540,Beringovskiy,RU,2022-02-11 19:25:23,63.05,179.3167,-28.07,96,54,9.69
541,Grindavik,IS,2022-02-11 19:25:23,63.8424,-22.4338,30.67,64,75,14.97
542,Liwale,TZ,2022-02-11 19:25:23,-9.7667,37.9333,70.3,95,100,0.72
543,Bathsheba,BB,2022-02-11 19:25:24,13.2167,-59.5167,84.81,54,20,27.63
544,Zhigansk,RU,2022-02-11 19:25:24,66.7697,123.3711,-29.02,100,93,5.93
545,Kasongo-Lunda,CD,2022-02-11 19:25:25,-6.4667,16.8167,75.33,79,100,2.39
546,Elwood,AU,2022-02-11 19:20:31,-37.8817,144.983,64.15,87,32,8.05
547,Talaya,RU,2022-02-11 19:25:25,61.3833,152.75,-40.4,96,92,0.98
548,Vangaindrano,MG,2022-02-11 19:25:26,-23.35,47.6,75.92,89,46,4.27
549,Casino,AU,2022-02-11 19:25:26,-28.8667,153.05,69.55,88,25,3.44
550,Necochea,AR,2022-02-11 19:25:27,-38.5473,-58.7368,65.03,61,100,16.64
551,Bonoua,CI,2022-02-11 19:25:27,5.2741,-3.595,83.82,80,6,6.24
552,Saint-Pierre,RE,2022-02-11 19:26:28,-21.3393,55.4781,76.68,78,40,5.75
553,Soyo,AO,2022-02-11 19:26:28,-6.1349,12.3689,80.65,82,85,9.86
554,Aljezur,PT,2022-02-11 19:22:52,37.3191,-8.8033,56.71,67,12,6.08
555,Muyezerskiy,RU,2022-02-11 19:26:29,63.9333,31.65,16.48,90,66,10.22
556,Houston,US,2022-02-11 19:25:19,29.7633,-95.3633,75.15,43,0,5.99
557,Fortuna,US,2022-02-11 19:23:00,40.5982,-124.1573,69.93,57,0,0.0
558,Angoche,MZ,2022-02-11 19:26:30,-16.2325,39.9086,78.91,83,100,2.62
559,Yamada,JP,2022-02-11 19:26:30,39.4667,141.95,29.98,84,76,3.58
560,Constantine,DZ,2022-02-11 19:26:30,36.365,6.6147,47.61,71,20,6.91
561,Dakar,SN,2022-02-11 19:26:13,14.6937,-17.4441,94.08,57,0,4.61
562,Zhifang,CN,2022-02-11 19:26:31,30.35,114.3167,40.98,88,98,3.65
563,Trairi,BR,2022-02-11 19:26:32,-3.2778,-39.2689,83.28,69,9,11.74
564,Khani,GE,2022-02-11 19:26:32,41.9563,42.9566,27.97,82,13,6.42
565,Leh,IN,2022-02-11 19:26:33,34.1667,77.5833,-10.37,60,7,4.12
566,Loreto,MX,2022-02-11 19:26:33,22.2667,-101.9667,68.95,24,0,12.35
567,Saqqez,IR,2022-02-11 19:26:34,36.2499,46.2735,29.28,98,100,0.69
568,Yanam,IN,2022-02-11 19:26:34,16.7333,82.2167,70.86,83,44,3.49
569,Lugovoy,KZ,2022-02-11 19:26:35,42.9472,72.7644,37.4,62,100,7.02
570,Abejorral,CO,2022-02-11 19:26:35,5.7893,-75.4273,76.23,44,27,1.12
571,Bushehr,IR,2022-02-11 19:26:36,28.9684,50.8385,68.09,52,75,13.8
572,Mozarlandia,BR,2022-02-11 19:26:37,-14.7447,-50.5706,78.46,78,81,1.97
573,Buraydah,SA,2022-02-11 19:26:37,26.326,43.975,59.45,31,0,14.38
574,Astoria,US,2022-02-11 19:26:38,46.1879,-123.8313,56.62,77,0,13.8
575,Lumeje,AO,2022-02-11 19:26:38,-11.55,20.7833,64.24,92,100,5.26
576,Richards Bay,ZA,2022-02-11 19:26:38,-28.783,32.0377,74.37,85,5,4.27
577,Atambua,ID,2022-02-11 19:22:57,-9.1061,124.8925,73.67,90,100,2.64
578,Tura,IN,2022-02-11 19:26:39,25.5198,90.2201,54.72,67,0,1.97
579,Gonaives,HT,2022-02-11 19:26:40,19.45,-72.6833,80.58,55,1,7.83
580,Funtua,NG,2022-02-11 19:26:40,11.5233,7.3081,69.66,12,5,10.36
581,Epe,NG,2022-02-11 19:26:40,6.5841,3.9834,79.84,84,6,8.1
582,Jiwani,PK,2022-02-11 19:26:41,25.05,61.7417,70.86,52,0,11.25
583,Bundaberg,AU,2022-02-11 19:26:41,-24.85,152.35,68.29,83,40,6.91
584,Tumut,AU,2022-02-11 19:26:42,-35.3,148.2167,59.99,84,2,3.18
